text,score
is in mourning that he is having to miss the homesssssskooooler fair today!!!,sadness
I'm going to stop tweeting and do my LSAT studying now.,sadness
@msignorile  Weather sucks up here,sadness
Last business day of the month is the wrong time to get new tags. About 45 people,sadness
I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it,sadness
@watermelon39 haha! And Twitter! Hard though isn't it?!,sadness
"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X",sadness
Why hasn't he called. I'm being blown off yet again.,sadness
"I've been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.",sadness
I wish the sun would shine. but it won't,sadness
Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight,sadness
"Fell down the stairs at dancing, sword fell on me and now my bum hurts",sadness
bad day,sadness
I miss my puppy,sadness
i hate songs and surveys  they always seem to make me cry.,sadness
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",sadness
Only four hours and fifteen minutes until three day packing spree!!! Ugh work,sadness
"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",sadness
Wanting to go out... apparently no ones available!,sadness
"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed",sadness
I wasn't going to go out tonight but looks like I'll be heading over to Main Street,sadness
@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,sadness
@webaggression I can only promise about 150 or so.,sadness
@dannywood BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,sadness
this sucks schools over and there is nothing to do,sadness
"@thewbdotcom Sadly, I can't view that site due to region restrictions",sadness
@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?,sadness
Running around town with Kathleen....she's leaving me for a month..,sadness
@MissCaseyB I know what you mean  rain sucks...,sadness
following @twittbitch 'cause @gerhemi ordered it,sadness
@joaniemaloney yep  which sucks because i thought somewhere it said it was..,sadness
is pumped and bummed all at the same time.......,sadness
Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it's in the Mission Viejo mall,sadness
Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...,sadness
paper work on a friday afternoo,sadness
Approaching the weekend quite quickly and so much more work left to do.,sadness
so I'm kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,sadness
"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",sadness
@brett can you fedex me some pizza? I have to cancel my NYC trip until later this summer,sadness
@Rubios_BeachMex Can't DM you since you don't follow me.,sadness
Their songs make me want to cry..,sadness
owww i think i tore something in my leg,sadness
"@ultramegaman I've never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn't leave time for it.",sadness
why on twitter does no one talk 2 me i know your all celebs and i'm nt but it's nice to be spoken to once in a while,sadness
"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya'll this weekend. I'm already gettin sad",sadness
OOUCHHHH I just pinched my own nipple by accident trying to fix my top,sadness
@MrGranger trouble is i don't think any of this is helping my wrists.,sadness
"@Ste1987 Feel your pain with the hayfever - forgot to take mine yesterday, again.",sadness
headache,sadness
im so hungry and i have nothing to eat,sadness
"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",sadness
@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider,sadness
"aw &amp; I really miss Alice &amp; Charlotte tonight  Dunno why though, hey are both spoons ;)",sadness
"just watched BGT on catch up, aw i felt so sorry for holly",sadness
"@_iDANCE19 well yes lol ..  i had a chat with them earlier , there just not willing to learn anything else",sadness
@Wossy @juleskaos good show ... And the killers rock ... But they cut em short,sadness
Feeling pretty poo today,sadness
Enjoying the sun with a heavy heart no depeche this weekend  no spending time with the man I love too double gutted,sadness
"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare.",sadness
"@danielbachhuber if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",sadness
whenever it rains it's so hard to get motivated,sadness
@cassiefasho i wish you still loved me,sadness
REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,sadness
"Intel gfx driver situation much better with recent upgrades. kernel 2.6.30rc4 and driver from git: Suspend working again, fewer mem leaks",sadness
Bah! Still at work. Lol my feet hurt and my nose won't stop running!,sadness
"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?",sadness
@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .,sadness
I need some cheering up,sadness
@KeLauLi I'm so sad right now.,sadness
"Finally home and exhausted.  Work week is over, but I still expect less than 5 hours sleep tonight.  Happy Mother's Day! I luv you Mom",sadness
@YSLaurenT me too,sadness
"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is...",sadness
"@neo_kryptik the usual... applications, checking statuses, reading stuff that's ... wel... not arbit  etc",sadness
my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august,sadness
@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,sadness
Feeling pretty tired and lonely,sadness
@misterperturbed I ordered a replacement palm centro cuz my phone got kill't! I wanted a palm pre but cant afford a data plan,sadness
i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..,sadness
"Beyonce helps me through the day, I'm starting to get sick",sadness
Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.,sadness
i just bit my tongue.  blood everywhere!!!,sadness
i wish i could take my pillow to school. dead serious.,sadness
@MrsWilliams @Timperator fï¿½hlt sich ganz so an #montezuma #iphone,sadness
Missing Everyone,sadness
@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,sadness
OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,sadness
@moonfrye Working extra hours...,sadness
Sometimes I have a pillow and sometimes I don't,sadness
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to &quot;strange activities&quot;",sadness
Wishes you had teased me with movie night,sadness
"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it",sadness
@thriftymom TEAR*,sadness
chapter 27... probably on monday. i still need more comments.,sadness
@devontebrown its cuz you love me. dont make me sad,sadness
"Wish you were here, babe",sadness
Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,sadness
#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!,sadness
@MISSCOKASPLASH yay but you missed naptime,sadness
"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",sadness
@jonkragel I have been sick for like 5 days now...,sadness
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",sadness
today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sadness
Oh what a beautiful morning and brekky in bed,sadness
I feel actual heartbreak.. @Levanah_Gates last night  x,sadness
"School is going to be absolutely horrible today. Peace out, '09",sadness
"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat",sadness
Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,sadness
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,sadness
@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,sadness
bed. with stomach ache,sadness
"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv",sadness
Has been underpaid  just when i really didn't need to be as well.,sadness
@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol,sadness
@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,sadness
Wookei why did you never accept my psn friend request,sadness
My Spanish = crap,sadness
Missing @smartbrain from BKK na.,sadness
"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises...",sadness
Working!!! Still sick,sadness
will be lonely for 4 days because @trizia will be in baguio.   http://plurk.com/p/x2apl,sadness
Trying to figure out this whole &quot;Twitter&quot; thing! Thanks Scott &amp; Allison...now I can't concentrate on work,sadness
@xxPat..not that school wouldnt suck all the time,sadness
"@musecrossing it's not the 10.5% so much as the A)Sugar and B)Taste ... lord that'll put ya down, and not in the fun way",sadness
Out for an evening on the town with jeremy. Sad Carrie can't come,sadness
@TysonDueck Too bad.,sadness
"@rosegraymusic Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore.",sadness
@imjustcreative com'on dude always think that things can get worst,sadness
@yourfaveblonde I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.,sadness
@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,sadness
"Well I guess I'm not heading out to LA this weekend, Doubt I'll get to go to the PS Blog Meet and Greet",sadness
... Still feelin like blah... 3 more hours,sadness
"What did I learn today? Never post anything you've sold on ebay using royal mail. They lose it, I refund: compo's nowhere near - my bad",sadness
any other Mac users completely given up on Google Chrome?,sadness
"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies.",sadness
@amber_benson It's raining where I am. I wish it wasn't.,sadness
Not feeling well. Food poisoning.......,sadness
I'm at work....bored out of my mind.,sadness
"I wouldn't mind some sunshine and a walk. Where are you, summer??",sadness
feeling lonely,sadness
The sun is breaking through the clouds!...and now it's covered up again.,sadness
"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago",sadness
I really miss Sebastian,sadness
"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",sadness
@gabbyflyyy im so jealous! I want to go to ny,sadness
"@Nextman305 I wish, but nah babe back I home in the ATL",sadness
Mower shopping,sadness
missing @MeLDiBiAsE...6 days can't pass quick enough,sadness
"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",sadness
Took a shift tomorrow.    I don't really feel like working right now.,sadness
@mitchelmusso http://twitpic.com/67swx - i tried but i didnt get through,sadness
My dog died today. We had her for 11 years. I miss her so much.,sadness
Going to have yum dinner then watch 'bad girlfriend' play. I have a 6am call time tomorrow,sadness
"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame.",sadness
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,sadness
@BiffBarker Ohhhhh how I miss the Brunch,sadness
@CostaVidaFred awwwwww sorry we're going to miss you!,sadness
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",sadness
Waiting on the bus! I miss my car,sadness
looks like we're rained out for weekend climbing,sadness
Biggest food fight/mosh pit ever and i miss it from across the school,sadness
@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused,sadness
"@honeyfaery @that_kat I've begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",sadness
I'm up. I have a plan to transform my bedroom today. Random.,sadness
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",sadness
"@lupin_bebop that's lame, sorry",sadness
Oh my poop. Stupid Twitter won't let me put up a new picture.,sadness
disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,sadness
"I do feel bad for the nice people there though, just not whover it was that said we were out of line",sadness
is feeling good.. kinda tired.. miss him... can't wait for grad this weekend!!,sadness
really ill atm,sadness
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,sadness
@sassij Or he's gonna chop you up into tiny bits - one of the two,sadness
i never get any followfridays,sadness
@kyle_newman i just called and it's sold out.  bummer. next time!,sadness
@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,sadness
@princeofcode Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,sadness
Im going bed i dnt feel well as always,sadness
@kattekrab No tango icons in this revision.,sadness
i had the best day ever! i missed him. more tomorrow too,sadness
jazzy we should be in vegas w A team,sadness
@nickkk_ that sucks!,sadness
@buzzup why would you want a clone? Unboxed a new 24&quot; iMac last night and it's beautiful! Too bad it's not mine,sadness
"I got a text from this guy who I don't like, and who has the same name as the guy I do! How disapointing!",sadness
"@MaxLucado WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",sadness
@jeremydurden I really miss you right now,sadness
"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",sadness
"@stii no, it makes you realise how doomed humanity in USA is",sadness
"Work, work, work and why did I get so tired all of a sudden. @PaulAros , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul",sadness
@MissKellyO  wish I could eat with you all !!!,sadness
@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!,sadness
"@SuzyDunkley sorry bout the cat,",sadness
I missed the math trade,sadness
@jennabeaniscool won't need my hugs anymore,sadness
Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,sadness
I'm sick!  it sucks! IM me! ohbabayy33,sadness
Has a head cold,sadness
#justcause Summer Hours say our day ends at 1pm...doesn't mean I really get to leave at 1.,sadness
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",sadness
Damn. Stephane doesn't even feel sorry for me. Off to work then,sadness
"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow",sadness
"@aplusk Awww, here...WAZ UUUUP!!!   Seriously, glad y'all had fun.  Too bad my invite got lost in the mail lol. peace. xo",sadness
Not in a good mood.  My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.,sadness
so bored without a camera,sadness
@solangeknowles I'm proud of You Solange.,sadness
"@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better!",sadness
"@rmetalbroad belay the swimsuit, hot tub won't be ready this weekend.  sadness",sadness
Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,sadness
"Oh dang! 'Drag Me To Hell' came out today, didn't it? Man, I wish I remembered; I would have gone and seen it.",sadness
"discovering kindred spirits on and off line, here and there.",sadness
thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick,sadness
@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,sadness
@DinerokidMayo Im upset cuz now everyone agrees,sadness
went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.,sadness
I miss him  ARGH,sadness
"We need to ban together and recognize that we aren't always going to agree, but that's ok  #tcot",sadness
im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,sadness
Boring day today. Broke so I can't go and see my friend's band tonight  Maybe The Q tomorrow though.,sadness
such a terrible day  only six now...,sadness
Ahhhhhh - software downloaded but can't get install file to work,sadness
@drewryanscott LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,sadness
It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,sadness
@esull have a great camp!!!!! Wish I could be there.,sadness
@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,sadness
My siblings left me alone.   Bored. (:|,sadness
My cat has been missing for 2 days. I am freaking out.,sadness
i dont wanna miss the laker game tonight! i'm so sad,sadness
"Gah, I'm jittery and upset for absolutely NO reason...",sadness
"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I've had geeking out in a long time.",sadness
@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,sadness
@emmielovegood ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.,sadness
#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books,sadness
my knees are sore after physio,sadness
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,sadness
@pilarlovesyou  i love you. don't leave me!,sadness
"@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history",sadness
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",sadness
Have to go to the dreaded DMV tomorrow,sadness
Stupid freshmen ruined theatre class.. Now we don't get to play warm-up games for the rest of the school year,sadness
Im sad right now becuz of my lady,sadness
@SuprnaturlShana but he looks so much better with short hair,sadness
i lost one of my best friends iï¿½m sooo sad,sadness
I overslept  headache,sadness
@KINGDINGALING_1  @wendi916 is leavin bc of racists *starts cryin*,sadness
@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,sadness
My eyes hurt.,sadness
"@ExtremeAnnette I can't seem to find it, can you send it to me again please  oh and tag it too lol",sadness
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,sadness
its so sad when the dad dies  hakuna matana it means no worries for...,sadness
"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",sadness
Finally back from the stupid holiday ! Missing the fit bar men though,sadness
I think my computer is sick,sadness
"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!",sadness
@kingivn Have fun amorsote even tho u forgot my bday which is today,sadness
They took my property,sadness
@misscherrypie  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!,sadness
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",sadness
sigh....it's always so sad when you watch the series finale....no more green wing left to watch,sadness
Battery is going to die!,sadness
@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--,sadness
doesn't wanna get dressed up and be an adult today.,sadness
Sigh. I'm getting off the computer now to do even MORE homework... Bye,sadness
Xfiles disc doesn't work.. Rippin,sadness
"@world_of_max Sadly, no. Now David Tennant has left I don't particularly want the job anyway",sadness
@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it,sadness
@Avas_Writer aww no which one?,sadness
"@elephantparty Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",sadness
Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby,sadness
@Dayna_aka_Rowan he could be talking to me  (he's probably not though ;) ),sadness
My back is killing me. Stupid softball,sadness
4am foodshopping cause I was sick all day and was in hospitals  being alone blows,sadness
I miss you,sadness
"@AnhHoang ?? Sorry you posted the vid again, but it won't load for me...",sadness
"I need some motivation in my life, oh and some love would be nice too",sadness
I can safely say I won't be a euro winner this week!!,sadness
God! They look stumpy... I'm not sharing my toes tonight,sadness
"@Japumpy I need botox work on the lips if I'm going to change my name to Angelina Jolie, but it's a thought! Sad though about the racism",sadness
Life sucks if ur not having fun.,sadness
@revfry his fam would disown us if we weren't there!   Both of us really wanted to come to the bbq  but got our weekends mixed up -,sadness
Have to work today.  http://plurk.com/p/x2rt8,sadness
@StanGill Uh.... what does that mean?,sadness
"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm",sadness
@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune,sadness
@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of,sadness
"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!",sadness
@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family,sadness
Ewwwy. Just did campus cleanup for community service.,sadness
@laurenbernal MAKE ME ONE! I'm still craving shrimp,sadness
"@thisisbenwood -  I wanna go see them in Edinburgh  won't happen though haha , yir lucky! And have funnnn  xxx",sadness
"@KManCOBHC he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon, Alexi",sadness
@meerasapra seriously.. it used to spend most of the time in my house..,sadness
@captblackeagle  miss you captain,sadness
@lilabiem awww  don't do this to meee haha now you're gonna make me saddd,sadness
study study study.  What fun on a Saturday.,sadness
"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine",sadness
I meant mamas,sadness
@acmaurer No wonder I didn't get into Urbana,sadness
@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please,sadness
@thomasfiss hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali's da place 2 be,sadness
i dont like funerals,sadness
"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.",sadness
"@mrskutcher sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",sadness
And trash repops.  Getting it tomorrow night I suppose.,sadness
@ChloeCazRhi why thankyouu!,sadness
@brianna_love aw i'm not goanna get to see you tonight   cos i have to leave tot's early to go to missy's bday party. pullin a double haha,sadness
I lost a follower  oh well probably one of those mute ones anyway.,sadness
Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,sadness
"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!",sadness
@yaseminx3  know. hahah xD what cha doin?,sadness
have a splitting headache!,sadness
@davidaldrich_wx it looks like it did in Ohio after a tornado hit.,sadness
It's raining  I can't go out to jogging... I have to do it in my house gym...,sadness
im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/,sadness
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,sadness
@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3,sadness
has today off! But has to work tomorrow,sadness
"Panda express, it's been so long. I've missed you",sadness
"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful",sadness
A message from @Songoftheoss Could you let people know I have been booted off,sadness
Loving the new skype! Especially for someone like me who lives half a world away from home!,sadness
"The old internet is fairly boring today, nothing new on it",sadness
@mdfogarty Im so very sad that i am at work today and cant win tickets,sadness
@b4dm1n7on I heard that you can't make it!!,sadness
"@nigs Ah so 15 months. I'm sure he is advanced, and it's not you being biased  they seem to grow up faster these days - now I sound old!",sadness
@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either,sadness
"i'm out of books to read, movies to watch n stuff to buy...i'm bored!",sadness
@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.,sadness
@bigcitysomeone  I wish I could go. See ya at Warped for sure tho!,sadness
Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone,sadness
Having Fever  dont feel to work,sadness
listening to @joeymcintyrye's Without Your Love...hes so tortured in that song...makes me sad,sadness
is feeling sad  I so dont do goodbye'z!!!!,sadness
"Has so much to blog, but has no time to",sadness
Awww I wonder when ima get married. Shawna and Damon are so cute,sadness
Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,sadness
@Squiretwizz You're right- you don't do sympathy very well,sadness
i was screaming like a maniac!  But the thing was u couldn't scream on the ride which sucked the fun out of everything so...,sadness
tummy ache.,sadness
Hey #socialmediatv ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV),sadness
@NG01 you got it. poor thing not gonna have a choice for much longer though,sadness
"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~",sadness
@narrated it's kool...it's his job i blame,sadness
School Over!!! I'm gonna miss a bunch of people,sadness
@wimnms well i miss her i think she would really like it  re:trina,sadness
@jimmyheartcore awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I'm so far away!!,sadness
"Finally feels like a nice summer day, and I'm feeling sick",sadness
photography class over summer cancelled. going somewhere i dont want to and missing the spring game  and no email from eric swist,sadness
@bimbler I have too much work to drink now.   but I do love afternoons in the pub.,sadness
@SimpleMia Yes. Need to listen to sad SP-Songs,sadness
@MrSucre lmao i sure did!!! no luck though,sadness
I'm hungry. And single.  heading to the golfing range soon.,sadness
Stuck at work! Stuck at work! I'm hungry.,sadness
"@nicole531 http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we're dangerous (?",sadness
@Lisa_Nova we had it but we lost it  very sad 4 us cause we loved it,sadness
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,sadness
@tammytrent **left off the &quot;again&quot; in the title...whoops!,sadness
@amychiu fuck was that the blink/weezer one? I totally forgot.,sadness
Fuuuuuuuudgeee I burned my finger with oil! It hurts,sadness
You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...,sadness
@bennglazier nup no cd either.. just a whole bunch of zeros and ones you can have for free,sadness
@CEO_INTHEMAKING :aw,sadness
Sad duck day.,sadness
A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...,sadness
It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today,sadness
"It's clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",sadness
"Damn, 4got to turn off my alarm so I woke up at 5:45am",sadness
@ashleeadams I don't know what to say except *hugs*,sadness
Not excited of blowing out another candle today... [as when I was a kid!],sadness
sitting at home being bored.......,sadness
"drinking some really nice coffee, got to go to the dentist at 9am this morning",sadness
"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday",sadness
friend got mugged this morning,sadness
"@saxa246  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",sadness
can't set p my phone to twitter,sadness
I wish i could sleep past four a.m. on my nights off  good morning!,sadness
@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now,sadness
Ughh none of my apps are working !  phone why do you hate me !,sadness
what the hell is follow friday?? don't get it,sadness
aww my friend just called and said that she got a better job so she won't be working with me anymore,sadness
"Really missing hockey already.  Off for a night in Dtn Naperville.  Can't wait for the day off tomorrow,  I have to work Sunday.",sadness
@CynthiaY29 dr hook  awesome,sadness
Getting ready 2 leave 2 a girl scout metting..Don't feel like it but I have 2.....,sadness
at work and it sucks big time,sadness
"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",sadness
Failed that shit LOL,sadness
"@Pink wow 41,000 now....your really kickin' Carey's butt with this competition! See you both very soon!",sadness
@melissaar I know you didn't agree with. It just angered me. Sorry for going postal.,sadness
@Mad_Gab  We should bask in misery together,sadness
i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,sadness
@Heylushh haha me tooooo! I miss you I havnt seen you in ages,sadness
@amerz Love it! I wish my other half could even name web design ladies,sadness
"Rove Live in 3 mins, kinda excited.",sadness
@prncsztalia why do you hate me!?,sadness
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,sadness
"rode the moped to the mall. fun stuff, its flippin gorgeous out. I'm sad that @maeannette is sick",sadness
"@JayceiiNc im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed?  i love you",sadness
"@_CorruptedAngel my god, really! Really? 50? Christ",sadness
"@RainbowAnne  Well, it was a nice thought while it lasted. Maybe he'll leave properly next time *crosses fingers*",sadness
just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sadness
@IMjustDaNNi Awww thats not fair to me. Now im a lil sad,sadness
"has had a fab day on placement, But working all weekend.",sadness
@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend,sadness
is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,sadness
"@vautlapeine ... you mean the fam , minus ahugs",sadness
